/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/101609.webm 19
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/31647.webm 100
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/76681.webm 91
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/17717.webm 11
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/80640.webm 24
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/189228.webm 82
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/192762.webm 21
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/79245.webm 57
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/93585.webm 66
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/168091.webm 39
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/61262.webm 11
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/203324.webm 15
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/12586.webm 0
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/213595.webm 88
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/213239.webm 97
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/152828.webm 65
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/1068.webm 95
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/152699.webm 100
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/51860.webm 71
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/71816.webm 63
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/198033.webm 78
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/123625.webm 33
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/189320.webm 49
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/52250.webm 15
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/3769.webm 94
/home/guglielmo/Projects/datasets/something-something-v2/20bn-something-something-v2/45729.webm 65
